Region label,Region name,Hemi,Centroid R,Centroid A,Centroid S,AAL_Subcortical Region Label,AAL_Subcortical Region Name,AAL_Subcortical Overlap Ratio,AAL_Subcortical Centroid R,AAL_Subcortical Centroid A,AAL_Subcortical Centroid S,BN_Subcortical Region Label,BN_Subcortical Region Name,BN_Subcortical Overlap Ratio,BN_Subcortical Centroid R,BN_Subcortical Centroid A,BN_Subcortical Centroid S,HarvardOxford_Subcortical Region Label,HarvardOxford_Subcortical Region Name,HarvardOxford_Subcortical Overlap Ratio,HarvardOxford_Subcortical Centroid R,HarvardOxford_Subcortical Centroid A,HarvardOxford_Subcortical Centroid S,Tianye Region Label,Tianye Region Name,Tianye Overlap Ratio,Tianye Centroid R,Tianye Centroid A,Tianye Centroid S
150,L__rHipp__65,Left,-21,-15,-20,4101,Hippocampus_L,0.9620253164556962,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,1.0,-25,-22,-14,28,HIP-head-m1-lh,0.6455696202531646,-18.0,-12.0,-22.0
151,L__rHipp__66,Left,-26,-16,-14,4101,Hippocampus_L,1.0,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,0.8545454545454545,-25,-22,-14,32,HIP-head-l-lh,0.6727272727272727,-28.0,-14.0,-20.0
152,L__rHipp__67,Left,-26,-7,-21,4101,Hippocampus_L,0.7681159420289855,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,10,Left_Amygdala,0.6811594202898551,-23,-5,-18,48,lAMY-lh,0.8985507246376812,-26.0,-2.0,-22.0
153,L__rHipp__68,Left,-31,-26,-9,4101,Hippocampus_L,0.7391304347826086,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,0.43478260869565216,-25,-22,-14,33,HIP-body-lh,0.6521739130434783,-28.0,-28.0,-10.0
154,L__rHipp__69,Left,-22,-8,-24,4101,Hippocampus_L,0.9041095890410958,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,0.9315068493150684,-25,-22,-14,48,lAMY-lh,0.4383561643835616,-26.0,-2.0,-22.0
155,L__rHipp__70,Left,-21,-9,-16,4201,Amygdala_L,0.5490196078431373,-24,-2,-19,215,L_rHipp,1.0,-22,-14,-19,10,Left_Amygdala,1.0,-23,-5,-18,49,mAMY-lh,1.0,-20.0,-6.0,-16.0
156,L__rHipp__71,Left,-22,-12,-18,4101,Hippocampus_L,1.0,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,0.9493670886075949,-25,-22,-14,28,HIP-head-m1-lh,0.5063291139240507,-18.0,-12.0,-22.0
157,L__rHipp__72,Left,-18,-12,-18,4101,Hippocampus_L,1.0,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,0.9736842105263158,-25,-22,-14,28,HIP-head-m1-lh,0.8552631578947368,-18.0,-12.0,-22.0
158,L__rHipp__73,Left,-11,-5,-23,4111,ParaHippocampal_L,0.803921568627451,-21,-18,-22,215,L_rHipp,1.0,-22,-14,-19,10,Left_Amygdala,0.0,-23,-5,-18,49,mAMY-lh,0.0784313725490196,-20.0,-6.0,-16.0
159,L__rHipp__74,Left,-11,-37,-1,4101,Hippocampus_L,0.07692307692307693,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,4,Left_Thalamus,0.47435897435897434,-10,-19,6,50,THA-DP-lh,0.358974358974359,-14.0,-30.0,2.0
160,L__rHipp__75,Left,-16,-8,-18,4101,Hippocampus_L,0.8688524590163934,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,10,Left_Amygdala,0.6557377049180327,-23,-5,-18,49,mAMY-lh,0.9180327868852459,-20.0,-6.0,-16.0
161,L__rHipp__76,Left,-25,-25,-11,4101,Hippocampus_L,1.0,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,1.0,-25,-22,-14,33,HIP-body-lh,0.8604651162790697,-28.0,-28.0,-10.0
162,L__rHipp__77,Left,-23,-19,-21,4101,Hippocampus_L,0.43137254901960786,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,0.7843137254901961,-25,-22,-14,32,HIP-head-l-lh,0.7058823529411765,-28.0,-14.0,-20.0
163,L__rHipp__78,Left,-27,-6,-28,4111,ParaHippocampal_L,0.6666666666666666,-21,-18,-22,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,0.6862745098039216,-25,-22,-14,32,HIP-head-l-lh,0.29411764705882354,-28.0,-14.0,-20.0
164,L__rHipp__79,Left,-28,-10,-23,4101,Hippocampus_L,0.9230769230769231,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,1.0,-25,-22,-14,32,HIP-head-l-lh,0.9615384615384616,-28.0,-14.0,-20.0
165,L__rHipp__80,Left,-32,-13,-16,4101,Hippocampus_L,1.0,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,0.27450980392156865,-25,-22,-14,32,HIP-head-l-lh,0.1568627450980392,-28.0,-14.0,-20.0
166,L__rHipp__81,Left,-23,-11,-22,4101,Hippocampus_L,1.0,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,1.0,-25,-22,-14,32,HIP-head-l-lh,0.7674418604651163,-28.0,-14.0,-20.0
167,L__rHipp__82,Left,-25,-10,-23,4101,Hippocampus_L,1.0,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,1.0,-25,-22,-14,32,HIP-head-l-lh,0.9534883720930233,-28.0,-14.0,-20.0
168,L__rHipp__83,Left,-20,-11,-22,4101,Hippocampus_L,0.8809523809523809,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,1.0,-25,-22,-14,28,HIP-head-m1-lh,0.9761904761904762,-18.0,-12.0,-22.0
169,L__rHipp__84,Left,-18,-10,-22,4101,Hippocampus_L,0.9047619047619048,-26,-22,-12,215,L_rHipp,1.0,-22,-14,-19,9,Left_Hippocampus,1.0,-25,-22,-14,28,HIP-head-m1-lh,0.8809523809523809,-18.0,-12.0,-22.0
238,L__cHipp__1,Left,-26,-38,-7,4111,ParaHippocampal_L,0.5,-21,-18,-22,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.6538461538461539,-25,-22,-14,34,HIP-tail-lh,0.6538461538461539,-22.0,-38.0,-2.0
239,L__cHipp__2,Left,-25,-39,2,4101,Hippocampus_L,1.0,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.6346153846153846,-25,-22,-14,34,HIP-tail-lh,0.6923076923076923,-22.0,-38.0,-2.0
240,L__cHipp__3,Left,-37,-23,-17,4101,Hippocampus_L,0.5961538461538461,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.15384615384615385,-25,-22,-14,33,HIP-body-lh,0.0,-28.0,-28.0,-10.0
241,L__cHipp__4,Left,-31,-14,-25,4101,Hippocampus_L,0.15384615384615385,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.8974358974358975,-25,-22,-14,32,HIP-head-l-lh,0.8461538461538461,-28.0,-14.0,-20.0
242,L__cHipp__5,Left,-17,-33,-9,4111,ParaHippocampal_L,0.6,-21,-18,-22,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.1,-25,-22,-14,33,HIP-body-lh,0.06666666666666667,-28.0,-28.0,-10.0
243,L__cHipp__6,Left,-19,-39,6,4101,Hippocampus_L,1.0,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.1568627450980392,-25,-22,-14,34,HIP-tail-lh,0.21568627450980393,-22.0,-38.0,-2.0
244,L__cHipp__7,Left,-36,-29,-14,4101,Hippocampus_L,0.5166666666666667,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.15,-25,-22,-14,33,HIP-body-lh,0.1,-28.0,-28.0,-10.0
245,L__cHipp__8,Left,-17,-38,2,4101,Hippocampus_L,1.0,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.9215686274509803,-25,-22,-14,34,HIP-tail-lh,0.6862745098039216,-22.0,-38.0,-2.0
246,L__cHipp__9,Left,-29,-20,-23,4111,ParaHippocampal_L,0.7843137254901961,-21,-18,-22,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.5882352941176471,-25,-22,-14,32,HIP-head-l-lh,0.7254901960784313,-28.0,-14.0,-20.0
247,L__cHipp__10,Left,-34,-31,-8,4101,Hippocampus_L,1.0,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.5454545454545454,-25,-22,-14,33,HIP-body-lh,0.2727272727272727,-28.0,-28.0,-10.0
248,L__cHipp__11,Left,-33,-23,-20,4101,Hippocampus_L,0.2692307692307692,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.3076923076923077,-25,-22,-14,32,HIP-head-l-lh,0.3076923076923077,-28.0,-14.0,-20.0
249,L__cHipp__12,Left,-22,-24,-16,4101,Hippocampus_L,0.19607843137254902,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.6862745098039216,-25,-22,-14,33,HIP-body-lh,0.6078431372549019,-28.0,-28.0,-10.0
250,L__cHipp__13,Left,-20,-43,1,4101,Hippocampus_L,0.019230769230769232,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.4423076923076923,-25,-22,-14,34,HIP-tail-lh,0.6153846153846154,-22.0,-38.0,-2.0
251,L__cHipp__14,Left,-27,-42,2,4101,Hippocampus_L,0.46153846153846156,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.19230769230769232,-25,-22,-14,34,HIP-tail-lh,0.019230769230769232,-22.0,-38.0,-2.0
252,L__cHipp__15,Left,-27,-40,-4,4101,Hippocampus_L,0.48148148148148145,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.7962962962962963,-25,-22,-14,34,HIP-tail-lh,0.8333333333333334,-22.0,-38.0,-2.0
253,L__cHipp__16,Left,-33,-14,-22,4101,Hippocampus_L,1.0,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.7142857142857143,-25,-22,-14,32,HIP-head-l-lh,0.42857142857142855,-28.0,-14.0,-20.0
254,L__cHipp__17,Left,-13,-38,-2,4101,Hippocampus_L,0.08333333333333333,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,4,Left_Thalamus,0.19444444444444445,-10,-19,6,50,THA-DP-lh,0.25,-14.0,-30.0,2.0
255,L__cHipp__18,Left,-28,-19,-18,4101,Hippocampus_L,1.0,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,1.0,-25,-22,-14,32,HIP-head-l-lh,1.0,-28.0,-14.0,-20.0
256,L__cHipp__19,Left,-36,-23,-12,4101,Hippocampus_L,0.7818181818181819,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.38181818181818183,-25,-22,-14,33,HIP-body-lh,0.05454545454545454,-28.0,-28.0,-10.0
257,L__cHipp__20,Left,-30,-35,-10,4101,Hippocampus_L,0.5769230769230769,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.5769230769230769,-25,-22,-14,33,HIP-body-lh,0.6730769230769231,-28.0,-28.0,-10.0
258,L__cHipp__21,Left,-36,-17,-16,4101,Hippocampus_L,0.8076923076923077,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.15384615384615385,-25,-22,-14,32,HIP-head-l-lh,0.019230769230769232,-28.0,-14.0,-20.0
259,L__cHipp__22,Left,-12,-37,5,4101,Hippocampus_L,0.75,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,4,Left_Thalamus,0.28125,-10,-19,6,50,THA-DP-lh,0.375,-14.0,-30.0,2.0
260,L__cHipp__23,Left,-21,-29,-12,4101,Hippocampus_L,0.45652173913043476,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.4782608695652174,-25,-22,-14,33,HIP-body-lh,0.5434782608695652,-28.0,-28.0,-10.0
261,L__cHipp__24,Left,-30,-25,-19,4111,ParaHippocampal_L,0.7407407407407407,-21,-18,-22,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.6481481481481481,-25,-22,-14,32,HIP-head-l-lh,0.48148148148148145,-28.0,-14.0,-20.0
262,L__cHipp__25,Left,-16,-37,-5,4111,ParaHippocampal_L,0.5652173913043478,-21,-18,-22,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.1956521739130435,-25,-22,-14,50,THA-DP-lh,0.17391304347826086,-14.0,-30.0,2.0
263,L__cHipp__26,Left,-32,-17,-19,4101,Hippocampus_L,1.0,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,1.0,-25,-22,-14,32,HIP-head-l-lh,0.9607843137254902,-28.0,-14.0,-20.0
264,L__cHipp__27,Left,-31,-40,-4,4101,Hippocampus_L,0.5769230769230769,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.25,-25,-22,-14,34,HIP-tail-lh,0.057692307692307696,-22.0,-38.0,-2.0
265,L__cHipp__28,Left,-32,-28,-9,4101,Hippocampus_L,1.0,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.8461538461538461,-25,-22,-14,33,HIP-body-lh,0.8269230769230769,-28.0,-28.0,-10.0
266,L__cHipp__29,Left,-19,-34,-6,4101,Hippocampus_L,0.49019607843137253,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.7058823529411765,-25,-22,-14,34,HIP-tail-lh,0.5882352941176471,-22.0,-38.0,-2.0
267,L__cHipp__30,Left,-27,-17,-24,4111,ParaHippocampal_L,0.6470588235294118,-21,-18,-22,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.6666666666666666,-25,-22,-14,32,HIP-head-l-lh,0.8823529411764706,-28.0,-14.0,-20.0
268,L__cHipp__31,Left,-22,-40,5,4101,Hippocampus_L,0.8269230769230769,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.3076923076923077,-25,-22,-14,34,HIP-tail-lh,0.21153846153846154,-22.0,-38.0,-2.0
269,L__cHipp__32,Left,-35,-20,-19,4101,Hippocampus_L,0.8846153846153846,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.4423076923076923,-25,-22,-14,32,HIP-head-l-lh,0.3269230769230769,-28.0,-14.0,-20.0
270,L__cHipp__33,Left,-37,-20,-15,4101,Hippocampus_L,0.6153846153846154,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.057692307692307696,-25,-22,-14,32,HIP-head-l-lh,0.0,-28.0,-14.0,-20.0
271,L__cHipp__34,Left,-24,-32,-10,4101,Hippocampus_L,0.21568627450980393,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.803921568627451,-25,-22,-14,33,HIP-body-lh,0.9019607843137255,-28.0,-28.0,-10.0
272,L__cHipp__35,Left,-28,-29,-15,4111,ParaHippocampal_L,0.9615384615384616,-21,-18,-22,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.46153846153846156,-25,-22,-14,33,HIP-body-lh,0.7884615384615384,-28.0,-28.0,-10.0
273,L__cHipp__36,Left,-34,-36,-9,4101,Hippocampus_L,0.7333333333333333,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.31666666666666665,-25,-22,-14,33,HIP-body-lh,0.1,-28.0,-28.0,-10.0
274,L__cHipp__37,Left,-24,-43,-1,4101,Hippocampus_L,0.15384615384615385,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.40384615384615385,-25,-22,-14,34,HIP-tail-lh,0.4230769230769231,-22.0,-38.0,-2.0
275,L__cHipp__38,Left,-15,-37,6,4101,Hippocampus_L,1.0,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.25,-25,-22,-14,50,THA-DP-lh,0.1388888888888889,-14.0,-30.0,2.0
276,L__cHipp__39,Left,-33,-39,-7,4101,Hippocampus_L,0.4230769230769231,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.15384615384615385,-25,-22,-14,33,HIP-body-lh,0.11538461538461539,-28.0,-28.0,-10.0
277,L__cHipp__40,Left,-36,-27,-10,4101,Hippocampus_L,0.8363636363636363,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.2909090909090909,-25,-22,-14,33,HIP-body-lh,0.03636363636363636,-28.0,-28.0,-10.0
278,L__cHipp__41,Left,-23,-23,-19,4101,Hippocampus_L,0.21739130434782608,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.5652173913043478,-25,-22,-14,32,HIP-head-l-lh,0.391304347826087,-28.0,-14.0,-20.0
279,L__cHipp__42,Left,-33,-37,-4,4101,Hippocampus_L,1.0,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.2857142857142857,-25,-22,-14,33,HIP-body-lh,0.03571428571428571,-28.0,-28.0,-10.0
280,L__cHipp__43,Left,-26,-35,-10,4111,ParaHippocampal_L,0.6935483870967742,-21,-18,-22,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.3225806451612903,-25,-22,-14,33,HIP-body-lh,0.5967741935483871,-28.0,-28.0,-10.0
281,L__cHipp__44,Left,-21,-38,2,4101,Hippocampus_L,1.0,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.75,-25,-22,-14,34,HIP-tail-lh,0.8076923076923077,-22.0,-38.0,-2.0
282,L__cHipp__45,Left,-26,-24,-14,4101,Hippocampus_L,0.9607843137254902,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,1.0,-25,-22,-14,33,HIP-body-lh,1.0,-28.0,-28.0,-10.0
283,L__cHipp__46,Left,-21,-32,-10,4111,ParaHippocampal_L,0.37254901960784315,-21,-18,-22,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.5490196078431373,-25,-22,-14,33,HIP-body-lh,0.6666666666666666,-28.0,-28.0,-10.0
284,L__cHipp__47,Left,-33,-19,-22,4101,Hippocampus_L,0.5490196078431373,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.43137254901960786,-25,-22,-14,32,HIP-head-l-lh,0.3333333333333333,-28.0,-14.0,-20.0
285,L__cHipp__48,Left,-37,-33,-9,4101,Hippocampus_L,0.6923076923076923,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.038461538461538464,-25,-22,-14,33,HIP-body-lh,0.0,-28.0,-28.0,-10.0
286,L__cHipp__49,Left,-26,-20,-21,4101,Hippocampus_L,0.5686274509803921,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.803921568627451,-25,-22,-14,32,HIP-head-l-lh,1.0,-28.0,-14.0,-20.0
287,L__cHipp__50,Left,-17,-41,2,4101,Hippocampus_L,0.3333333333333333,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.8823529411764706,-25,-22,-14,34,HIP-tail-lh,0.8823529411764706,-22.0,-38.0,-2.0
288,L__cHipp__51,Left,-29,-42,-2,4101,Hippocampus_L,0.36538461538461536,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.3076923076923077,-25,-22,-14,34,HIP-tail-lh,0.1346153846153846,-22.0,-38.0,-2.0
289,L__cHipp__52,Left,-29,-17,-22,4101,Hippocampus_L,0.9019607843137255,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,1.0,-25,-22,-14,32,HIP-head-l-lh,1.0,-28.0,-14.0,-20.0
290,L__cHipp__53,Left,-24,-34,-5,4101,Hippocampus_L,1.0,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.9038461538461539,-25,-22,-14,34,HIP-tail-lh,0.7115384615384616,-22.0,-38.0,-2.0
291,L__cHipp__54,Left,-25,-28,-13,4101,Hippocampus_L,0.45098039215686275,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.8627450980392157,-25,-22,-14,33,HIP-body-lh,0.9803921568627451,-28.0,-28.0,-10.0
292,L__cHipp__55,Left,-31,-21,-19,4101,Hippocampus_L,0.9019607843137255,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,1.0,-25,-22,-14,32,HIP-head-l-lh,1.0,-28.0,-14.0,-20.0
293,L__cHipp__56,Left,-31,-29,-16,4101,Hippocampus_L,0.3559322033898305,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.4745762711864407,-25,-22,-14,33,HIP-body-lh,0.4745762711864407,-28.0,-28.0,-10.0
294,L__cHipp__57,Left,-27,-32,-9,4101,Hippocampus_L,0.9230769230769231,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,1.0,-25,-22,-14,33,HIP-body-lh,1.0,-28.0,-28.0,-10.0
295,L__cHipp__58,Left,-14,-40,5,4101,Hippocampus_L,0.8333333333333334,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.6111111111111112,-25,-22,-14,34,HIP-tail-lh,0.19444444444444445,-22.0,-38.0,-2.0
296,L__cHipp__59,Left,-29,-38,0,4101,Hippocampus_L,1.0,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.4339622641509434,-25,-22,-14,34,HIP-tail-lh,0.20754716981132076,-22.0,-38.0,-2.0
297,L__cHipp__60,Left,-20,-37,-3,4101,Hippocampus_L,0.5882352941176471,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.49019607843137253,-25,-22,-14,34,HIP-tail-lh,0.6862745098039216,-22.0,-38.0,-2.0
298,L__cHipp__61,Left,-33,-19,-15,4101,Hippocampus_L,1.0,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.8867924528301887,-25,-22,-14,32,HIP-head-l-lh,0.7358490566037735,-28.0,-14.0,-20.0
299,L__cHipp__62,Left,-29,-27,-13,4101,Hippocampus_L,0.9807692307692307,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,1.0,-25,-22,-14,33,HIP-body-lh,1.0,-28.0,-28.0,-10.0
300,L__cHipp__63,Left,-23,-35,-8,4111,ParaHippocampal_L,0.40350877192982454,-21,-18,-22,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.543859649122807,-25,-22,-14,34,HIP-tail-lh,0.631578947368421,-22.0,-38.0,-2.0
301,L__cHipp__64,Left,-28,-36,-3,4101,Hippocampus_L,1.0,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.7017543859649122,-25,-22,-14,34,HIP-tail-lh,0.7894736842105263,-22.0,-38.0,-2.0
302,L__cHipp__65,Left,-27,-24,-19,4111,ParaHippocampal_L,0.49019607843137253,-21,-18,-22,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.5294117647058824,-25,-22,-14,32,HIP-head-l-lh,0.7450980392156863,-28.0,-14.0,-20.0
303,L__cHipp__66,Left,-23,-39,-5,4111,ParaHippocampal_L,0.7169811320754716,-21,-18,-22,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.4339622641509434,-25,-22,-14,34,HIP-tail-lh,0.6981132075471698,-22.0,-38.0,-2.0
304,L__cHipp__67,Left,-30,-22,-15,4101,Hippocampus_L,1.0,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,1.0,-25,-22,-14,33,HIP-body-lh,0.7636363636363637,-28.0,-28.0,-10.0
305,L__cHipp__68,Left,-33,-12,-25,4101,Hippocampus_L,0.0967741935483871,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.25806451612903225,-25,-22,-14,32,HIP-head-l-lh,0.0967741935483871,-28.0,-14.0,-20.0
306,L__cHipp__69,Left,-33,-27,-12,4101,Hippocampus_L,1.0,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,1.0,-25,-22,-14,33,HIP-body-lh,0.875,-28.0,-28.0,-10.0
307,L__cHipp__70,Left,-21,-40,-1,4101,Hippocampus_L,0.36538461538461536,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.7115384615384616,-25,-22,-14,34,HIP-tail-lh,0.9230769230769231,-22.0,-38.0,-2.0
308,L__cHipp__71,Left,-38,-25,-14,4101,Hippocampus_L,0.8596491228070176,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.05263157894736842,-25,-22,-14,33,HIP-body-lh,0.0,-28.0,-28.0,-10.0
309,L__cHipp__72,Left,-32,-34,-4,4101,Hippocampus_L,0.9230769230769231,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.40384615384615385,-25,-22,-14,33,HIP-body-lh,0.23076923076923078,-28.0,-28.0,-10.0
310,L__cHipp__73,Left,-17,-39,-1,4101,Hippocampus_L,0.45098039215686275,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.37254901960784315,-25,-22,-14,50,THA-DP-lh,0.37254901960784315,-14.0,-30.0,2.0
311,L__cHipp__74,Left,-38,-30,-11,4101,Hippocampus_L,0.43548387096774194,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.016129032258064516,-25,-22,-14,33,HIP-body-lh,0.0,-28.0,-28.0,-10.0
312,L__cHipp__75,Left,-28,-35,-7,4101,Hippocampus_L,0.8727272727272727,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,1.0,-25,-22,-14,33,HIP-body-lh,0.9818181818181818,-28.0,-28.0,-10.0
313,L__cHipp__76,Left,-28,-26,-16,4101,Hippocampus_L,0.5294117647058824,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.8627450980392157,-25,-22,-14,33,HIP-body-lh,0.9215686274509803,-28.0,-28.0,-10.0
314,L__cHipp__77,Left,-31,-32,-8,4101,Hippocampus_L,1.0,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.9230769230769231,-25,-22,-14,33,HIP-body-lh,1.0,-28.0,-28.0,-10.0
315,L__cHipp__78,Left,-23,-38,-2,4101,Hippocampus_L,0.9672131147540983,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.9672131147540983,-25,-22,-14,34,HIP-tail-lh,1.0,-22.0,-38.0,-2.0
316,L__cHipp__79,Left,-34,-33,-11,4101,Hippocampus_L,0.7678571428571429,-26,-22,-12,217,L_cHipp,1.0,-28,-30,-10,9,Left_Hippocampus,0.42857142857142855,-25,-22,-14,33,HIP-body-lh,0.25,-28.0,-28.0,-10.0
